"No.","Time","Source","Destination","Protocol","Length","Info"
"311","13.257724","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=275027 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 316]"
"312","13.257807","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=276467 Win=131584 Len=0"
"313","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=276467 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 316]"
"314","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=277907 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 316]"
"315","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=279347 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 316]"
"316","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"317","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=282227 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"318","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=283667 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"319","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [PSH, ACK] Seq=285107 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"320","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=286547 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"321","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=287987 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"322","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=289427 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"323","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=290867 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"324","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=292307 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"325","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=293747 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"326","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=295187 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"327","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=296627 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 328]"
"328","13.258365","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1394","Application Data, Application Data"
"329","13.258538","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=299387 Win=263424 Len=0"
"330","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=299387 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"331","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=300827 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"332","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=302267 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"333","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=303707 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"334","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=305147 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"335","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=306587 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"336","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=308027 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"337","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=309467 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"338","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=310907 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"339","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=312347 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 340]"
"340","13.259437","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"341","13.259579","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=315227 Win=263424 Len=0"
"342","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=315227 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"343","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=316667 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"344","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=318107 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"345","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=319547 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"346","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=320987 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"347","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=322427 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"348","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=323867 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"349","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=325307 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"350","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=326747 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"351","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=328187 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 352]"
"352","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"353","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=331067 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"354","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=332507 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"355","13.262167","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=333947 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"356","13.262420","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=335387 Win=263424 Len=0"
"357","13.262661","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=335387 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"358","13.262661","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=336827 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"359","13.262661","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=338267 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"360","13.262661","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","738","443  >  50531 [PSH, ACK] Seq=339707 Ack=2511 Win=64128 Len=664 [TCP PDU reassembled in 366]"
"361","13.262739","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=340371 Win=263424 Len=0"
"362","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=340371 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"363","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=341811 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"364","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=343251 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"365","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=344691 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 366]"
"366","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"367","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=347571 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"368","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=349011 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"369","13.263711","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=350451 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"370","13.263870","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=351891 Win=263424 Len=0"
"371","13.263990","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [PSH, ACK] Seq=351891 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"372","13.264018","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=353331 Win=263424 Len=0"
"373","13.265635","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=353331 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"374","13.265635","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=354771 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"375","13.265635","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=356211 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"376","13.265635","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=357651 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"377","13.265635","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=359091 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"378","13.265635","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=360531 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 381]"
"379","13.265729","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=361971 Win=529408 Len=0"
"380","13.265851","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","618","443  >  50531 [PSH, ACK] Seq=361971 Ack=2511 Win=64128 Len=544 [TCP PDU reassembled in 381]"
"381","13.267959","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"382","13.267959","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","306","443  >  50531 [PSH, ACK] Seq=363955 Ack=2511 Win=64128 Len=232 [TCP PDU reassembled in 395]"
"383","13.268015","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=364187 Win=529408 Len=0"
"384","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=364187 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"385","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=365627 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"386","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=367067 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"387","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=368507 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"388","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=369947 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"389","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=371387 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"390","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=372827 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"391","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=374267 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"392","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=375707 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"393","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=377147 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"394","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=378587 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 395]"
"395","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","337","Application Data"
"396","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data"
"397","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=381730 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"398","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=383170 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"399","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=384610 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"400","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=386050 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"401","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=387490 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"402","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=388930 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"403","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=390370 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"404","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=391810 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"405","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=393250 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"406","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=394690 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 407]"
"407","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","671","Application Data"
"408","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data"
"409","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=398167 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"410","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=399607 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"411","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=401047 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"412","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=402487 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"413","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=403927 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"414","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=405367 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"415","13.274676","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=406807 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"416","13.274969","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=408247 Win=529408 Len=0"
"417","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=408247 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"418","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=409687 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"419","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=411127 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 420]"
"420","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","702","Application Data, Application Data"
"421","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=413195 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"422","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=414635 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"423","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=416075 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"424","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=417515 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"425","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=418955 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"426","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=420395 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"427","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=421835 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"428","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=423275 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"429","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=424715 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"430","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=426155 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"431","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=427595 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 432]"
"432","13.275275","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"433","13.275358","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3b8","TCP","74","50531  >  443 [ACK] Seq=2511 Ack=430475 Win=529408 Len=0"
"434","13.276287","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=430475 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 444]"
"435","13.276287","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=431915 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 444]"
"436","13.276287","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=433355 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 444]"
"437","13.276287","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=434795 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 444]"
"438","13.276287","2405:200:1630:1200::312c:b3b8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50531 [ACK] Seq=436235 Ack=2511 Win=64128 Len=1440 [TCP PDU reassembled in 444]"
